DAY,ITEM_ID,ITEM_NAME,SHIP_DATE,EXPIRY_DATE,QUANTITY,WEIGHT,PRICE,SHELL_LIFE,DAYS_TO_EXPIRY,LAG_1,LAG_2,ROLLING_MEAN,ROLLING_SD,
42,104,Saffola Mayonnaise,2024-07-23,2025-01-10,300,500 gms,180.00,104.00,67,300,301,307.4285714,5.652643714,
43,104,Saffola Mayonnaise,2024-07-23,2025-01-10,298,500 gms,180.00,104.00,67,300,300,305.4285714,5.411627693,
44,104,Saffola Mayonnaise,2024-07-23,2025-01-10,298,500 gms,180.00,104.00,67,298,300,303.4285714,5.15936504,
45,104,Saffola Mayonnaise,2024-07-23,2025-01-10,297,500 gms,180.00,104.00,67,298,298,301.5714286,4.237025012,
46,104,Saffola Mayonnaise,2024-07-23,2025-01-10,294,500 gms,180.00,104.00,67,297,298,299.7142857,2.360387377,
47,104,Saffola Mayonnaise,2024-07-23,2025-01-10,294,500 gms,180.00,104.00,67,294,297,298.2857143,2.360387377,
48,104,Saffola Mayonnaise,2024-07-23,2025-01-10,293,500 gms,180.00,104.00,67,294,294,297.2857143,2.497617913,
49,104,Saffola Mayonnaise,2024-07-23,2025-01-10,292,500 gms,180.00,104.00,67,293,294,296.2857143,2.627691364,
50,104,Saffola Mayonnaise,2024-07-23,2025-01-10,288,500 gms,180.00,104.00,67,292,293,295.1428571,2.478478796,
51,104,Saffola Mayonnaise,2024-07-23,2025-01-10,286,500 gms,180.00,104.00,67,288,292,293.7142857,3.302235895,
52,104,Saffola Mayonnaise,2024-07-23,2025-01-10,285,500 gms,180.00,104.00,67,286,288,292,3.785938897,
53,104,Saffola Mayonnaise,2024-07-23,2025-01-10,284,500 gms,180.00,104.00,67,285,286,290.2857143,3.860668583,
54,104,Saffola Mayonnaise,2024-07-23,2025-01-10,284,500 gms,180.00,104.00,67,284,285,288.8571429,4.099941928,
55,104,Saffola Mayonnaise,2024-07-23,2025-01-10,283,500 gms,180.00,104.00,67,284,284,287.4285714,3.735288604,
56,104,Saffola Mayonnaise,2024-07-23,2025-01-10,281,500 gms,180.00,104.00,67,283,284,286,3.109126351,
57,104,Saffola Mayonnaise,2024-07-23,2025-01-10,277,500 gms,180.00,104.00,67,281,283,284.4285714,2.225394561,
58,104,Saffola Mayonnaise,2024-07-23,2025-01-10,275,500 gms,180.00,104.00,67,277,281,282.8571429,3.023715784,
59,104,Saffola Mayonnaise,2024-07-23,2025-01-10,274,500 gms,180.00,104.00,67,275,277,281.2857143,3.860668583,
60,104,Saffola Mayonnaise,2024-07-23,2025-01-10,270,500 gms,180.00,104.00,67,274,275,NA,NA,
1,105,Fogg Master Black,2024-07-23,2027-09-01,700,150 ml,233.75,104.00,1031,NA,NA,NA,NA,
2,105,Fogg Master Black,2024-07-23,2027-09-01,696,150 ml,233.75,104.00,1031,700,NA,NA,NA,
3,105,Fogg Master Black,2024-07-23,2027-09-01,695,150 ml,233.75,104.00,1031,696,700,NA,NA,
4,105,Fogg Master Black,2024-07-23,2027-09-01,695,150 ml,233.75,104.00,1031,695,696,NA,NA,
5,105,Fogg Master Black,2024-07-23,2027-09-01,691,150 ml,233.75,104.00,1031,695,695,NA,NA,
6,105,Fogg Master Black,2024-07-23,2027-09-01,681,150 ml,233.75,104.00,1031,691,695,NA,NA,
7,105,Fogg Master Black,2024-07-23,2027-09-01,673,150 ml,233.75,104.00,1031,681,691,632.5714286,159.9904759,
8,105,Fogg Master Black,2024-07-23,2027-09-01,666,150 ml,233.75,104.00,1031,673,681,690.1428571,9.633769969,
9,105,Fogg Master Black,2024-07-23,2027-09-01,662,150 ml,233.75,104.00,1031,666,673,685.2857143,12.09289441,
10,105,Fogg Master Black,2024-07-23,2027-09-01,660,150 ml,233.75,104.00,1031,662,666,680.4285714,13.78232132,
11,105,Fogg Master Black,2024-07-23,2027-09-01,657,150 ml,233.75,104.00,1031,660,662,675.4285714,13.9625349,
12,105,Fogg Master Black,2024-07-23,2027-09-01,654,150 ml,233.75,104.00,1031,657,660,670,12.38278375,
13,105,Fogg Master Black,2024-07-23,2027-09-01,651,150 ml,233.75,104.00,1031,654,657,664.7142857,9.481812164,
14,105,Fogg Master Black,2024-07-23,2027-09-01,644,150 ml,233.75,104.00,1031,651,654,660.4285714,7.457817886,
15,105,Fogg Master Black,2024-07-23,2027-09-01,640,150 ml,233.75,104.00,1031,644,651,656.2857143,7.364651739,
16,105,Fogg Master Black,2024-07-23,2027-09-01,632,150 ml,233.75,104.00,1031,640,644,652.5714286,8.162049229,
17,105,Fogg Master Black,2024-07-23,2027-09-01,630,150 ml,233.75,104.00,1031,632,640,648.2857143,10.04513623,
18,105,Fogg Master Black,2024-07-23,2027-09-01,624,150 ml,233.75,104.00,1031,630,632,644,10.59874206,
19,105,Fogg Master Black,2024-07-23,2027-09-01,622,150 ml,233.75,104.00,1031,624,630,639.2857143,11.1760799,
20,105,Fogg Master Black,2024-07-23,2027-09-01,614,150 ml,233.75,104.00,1031,622,624,634.7142857,10.68822227,
21,105,Fogg Master Black,2024-07-23,2027-09-01,607,150 ml,233.75,104.00,1031,614,622,629.4285714,10.43802572,
22,105,Fogg Master Black,2024-07-23,2027-09-01,603,150 ml,233.75,104.00,1031,607,614,624.1428571,11.17181829,
23,105,Fogg Master Black,2024-07-23,2027-09-01,588,150 ml,233.75,104.00,1031,603,607,618.8571429,11.17181829,
24,105,Fogg Master Black,2024-07-23,2027-09-01,572,150 ml,233.75,104.00,1031,588,603,612.5714286,14.44365077,
25,105,Fogg Master Black,2024-07-23,2027-09-01,568,150 ml,233.75,104.00,1031,572,588,604.2857143,18.76800723,
26,105,Fogg Master Black,2024-07-23,2027-09-01,557,150 ml,233.75,104.00,1031,568,572,596.2857143,20.79033658,
27,105,Fogg Master Black,2024-07-23,2027-09-01,542,150 ml,233.75,104.00,1031,557,568,587,21.87845211,
28,105,Fogg Master Black,2024-07-23,2027-09-01,531,150 ml,233.75,104.00,1031,542,557,576.7142857,23.90058776,
29,105,Fogg Master Black,2024-07-23,2027-09-01,526,150 ml,233.75,104.00,1031,531,542,565.8571429,25.08272029,
30,105,Fogg Master Black,2024-07-23,2027-09-01,520,150 ml,233.75,104.00,1031,526,531,554.8571429,22.8650284,
31,105,Fogg Master Black,2024-07-23,2027-09-01,512,150 ml,233.75,104.00,1031,520,526,545.1428571,20.78804602,
32,105,Fogg Master Black,2024-07-23,2027-09-01,501,150 ml,233.75,104.00,1031,512,520,536.5714286,20.23081101,
33,105,Fogg Master Black,2024-07-23,2027-09-01,489,150 ml,233.75,104.00,1031,501,512,527,18.6726181,
34,105,Fogg Master Black,2024-07-23,2027-09-01,471,150 ml,233.75,104.00,1031,489,501,517.2857143,18.14491927,
35,105,Fogg Master Black,2024-07-23,2027-09-01,462,150 ml,233.75,104.00,1031,471,489,507.1428571,21.55170969,
36,105,Fogg Master Black,2024-07-23,2027-09-01,451,150 ml,233.75,104.00,1031,462,471,497.2857143,24.4111606,
37,105,Fogg Master Black,2024-07-23,2027-09-01,432,150 ml,233.75,104.00,1031,451,462,486.5714286,26.10783499,
38,105,Fogg Master Black,2024-07-23,2027-09-01,421,150 ml,233.75,104.00,1031,432,451,474,28.41361176,
39,105,Fogg Master Black,2024-07-23,2027-09-01,413,150 ml,233.75,104.00,1031,421,432,461,28.94247168,
40,105,Fogg Master Black,2024-07-23,2027-09-01,402,150 ml,233.75,104.00,1031,413,421,448.4285714,27.76002607,
41,105,Fogg Master Black,2024-07-23,2027-09-01,400,150 ml,233.75,104.00,1031,402,413,436,25.98717632,
42,105,Fogg Master Black,2024-07-23,2027-09-01,392,150 ml,233.75,104.00,1031,400,402,425.8571429,23.81476133,
43,105,Fogg Master Black,2024-07-23,2027-09-01,384,150 ml,233.75,104.00,1031,392,400,415.8571429,20.58663459,
44,105,Fogg Master Black,2024-07-23,2027-09-01,375,150 ml,233.75,104.00,1031,384,392,406.2857143,16.74031347,
45,105,Fogg Master Black,2024-07-23,2027-09-01,369,150 ml,233.75,104.00,1031,375,384,398.1428571,15.99404651,
46,105,Fogg Master Black,2024-07-23,2027-09-01,362,150 ml,233.75,104.00,1031,369,375,390.7142857,15.68135077,
47,105,Fogg Master Black,2024-07-23,2027-09-01,354,150 ml,233.75,104.00,1031,362,369,383.4285714,15.44729904,
48,105,Fogg Master Black,2024-07-23,2027-09-01,342,150 ml,233.75,104.00,1031,354,362,376.5714286,16.45050296,
49,105,Fogg Master Black,2024-07-23,2027-09-01,333,150 ml,233.75,104.00,1031,342,354,368.2857143,17.26957137,
50,105,Fogg Master Black,2024-07-23,2027-09-01,328,150 ml,233.75,104.00,1031,333,342,359.8571429,18.1422947,
51,105,Fogg Master Black,2024-07-23,2027-09-01,321,150 ml,233.75,104.00,1031,328,333,351.8571429,18.06865215,
52,105,Fogg Master Black,2024-07-23,2027-09-01,315,150 ml,233.75,104.00,1031,321,328,344.1428571,18.06865215,
53,105,Fogg Master Black,2024-07-23,2027-09-01,311,150 ml,233.75,104.00,1031,315,321,336.4285714,17.19357577,
54,105,Fogg Master Black,2024-07-23,2027-09-01,306,150 ml,233.75,104.00,1031,311,315,329.1428571,15.24716992,
55,105,Fogg Master Black,2024-07-23,2027-09-01,302,150 ml,233.75,104.00,1031,306,311,322.2857143,12.80252951,
56,105,Fogg Master Black,2024-07-23,2027-09-01,295,150 ml,233.75,104.00,1031,302,306,316.5714286,11.38503613,
57,105,Fogg Master Black,2024-07-23,2027-09-01,284,150 ml,233.75,104.00,1031,295,302,311.1428571,11.30528743,
58,105,Fogg Master Black,2024-07-23,2027-09-01,280,150 ml,233.75,104.00,1031,284,295,304.8571429,12.53566341,
59,105,Fogg Master Black,2024-07-23,2027-09-01,274,150 ml,233.75,104.00,1031,280,284,299,13.29160136,
60,105,Fogg Master Black,2024-07-23,2027-09-01,268,150 ml,233.75,104.00,1031,274,280,NA,NA,
1,106,Ribbons Set,2024-07-23,NA,140,20 Pairs,400.00,104.00,NA,NA,NA,NA,NA,
2,106,Ribbons Set,2024-07-23,NA,140,20 Pairs,400.00,104.00,NA,140,NA,NA,NA,
3,106,Ribbons Set,2024-07-23,NA,140,20 Pairs,400.00,104.00,NA,140,140,NA,NA,
4,106,Ribbons Set,2024-07-23,NA,140,20 Pairs,400.00,104.00,NA,140,140,NA,NA,
5,106,Ribbons Set,2024-07-23,NA,140,20 Pairs,400.00,104.00,NA,140,140,NA,NA,
6,106,Ribbons Set,2024-07-23,NA,140,20 Pairs,400.00,104.00,NA,140,140,NA,NA,
7,106,Ribbons Set,2024-07-23,NA,138,20 Pairs,400.00,104.00,NA,140,140,158.2857143,48.37945255,
8,106,Ribbons Set,2024-07-23,NA,137,20 Pairs,400.00,104.00,NA,138,140,139.7142857,0.755928946,
9,106,Ribbons Set,2024-07-23,NA,137,20 Pairs,400.00,104.00,NA,137,138,139.2857143,1.253566341,
10,106,Ribbons Set,2024-07-23,NA,137,20 Pairs,400.00,104.00,NA,137,137,138.8571429,1.463850109,
11,106,Ribbons Set,2024-07-23,NA,133,20 Pairs,400.00,104.00,NA,137,137,138.4285714,1.511857892,
12,106,Ribbons Set,2024-07-23,NA,133,20 Pairs,400.00,104.00,NA,133,137,137.4285714,2.370453041,
13,106,Ribbons Set,2024-07-23,NA,133,20 Pairs,400.00,104.00,NA,133,133,136.4285714,2.572750983,
14,106,Ribbons Set,2024-07-23,NA,133,20 Pairs,400.00,104.00,NA,133,133,135.4285714,2.299068134,
15,106,Ribbons Set,2024-07-23,NA,133,20 Pairs,400.00,104.00,NA,133,133,134.7142857,2.138089935,
16,106,Ribbons Set,2024-07-23,NA,133,20 Pairs,400.00,104.00,NA,133,133,134.1428571,1.951800146,
17,106,Ribbons Set,2024-07-23,NA,131,20 Pairs,400.00,104.00,NA,133,133,133.5714286,1.511857892,
18,106,Ribbons Set,2024-07-23,NA,131,20 Pairs,400.00,104.00,NA,131,133,132.7142857,0.755928946,
19,106,Ribbons Set,2024-07-23,NA,131,20 Pairs,400.00,104.00,NA,131,131,132.4285714,0.975900073,
20,106,Ribbons Set,2024-07-23,NA,128,20 Pairs,400.00,104.00,NA,131,131,132.1428571,1.069044968,
21,106,Ribbons Set,2024-07-23,NA,128,20 Pairs,400.00,104.00,NA,128,131,131.4285714,1.812653934,
22,106,Ribbons Set,2024-07-23,NA,128,20 Pairs,400.00,104.00,NA,128,128,130.7142857,2.058663459,
23,106,Ribbons Set,2024-07-23,NA,127,20 Pairs,400.00,104.00,NA,128,128,130,2,
24,106,Ribbons Set,2024-07-23,NA,127,20 Pairs,400.00,104.00,NA,127,128,129.1428571,1.772810521,
25,106,Ribbons Set,2024-07-23,NA,127,20 Pairs,400.00,104.00,NA,127,127,128.5714286,1.718249386,
26,106,Ribbons Set,2024-07-23,NA,127,20 Pairs,400.00,104.00,NA,127,127,128,1.414213562,
27,106,Ribbons Set,2024-07-23,NA,126,20 Pairs,400.00,104.00,NA,127,127,127.4285714,0.534522484,
28,106,Ribbons Set,2024-07-23,NA,124,20 Pairs,400.00,104.00,NA,126,127,127.1428571,0.690065559,
29,106,Ribbons Set,2024-07-23,NA,122,20 Pairs,400.00,104.00,NA,124,126,126.5714286,1.272418021,
30,106,Ribbons Set,2024-07-23,NA,122,20 Pairs,400.00,104.00,NA,122,124,125.7142857,1.97604704,
31,106,Ribbons Set,2024-07-23,NA,122,20 Pairs,400.00,104.00,NA,122,122,125,2.309401077,
32,106,Ribbons Set,2024-07-23,NA,121,20 Pairs,400.00,104.00,NA,122,122,124.2857143,2.360387377,
33,106,Ribbons Set,2024-07-23,NA,121,20 Pairs,400.00,104.00,NA,121,122,123.4285714,2.299068134,
34,106,Ribbons Set,2024-07-23,NA,120,20 Pairs,400.00,104.00,NA,121,121,122.5714286,1.812653934,
35,106,Ribbons Set,2024-07-23,NA,117,20 Pairs,400.00,104.00,NA,120,121,121.7142857,1.253566341,
36,106,Ribbons Set,2024-07-23,NA,117,20 Pairs,400.00,104.00,NA,117,120,120.7142857,1.799470822,
37,106,Ribbons Set,2024-07-23,NA,117,20 Pairs,400.00,104.00,NA,117,117,120,2.160246899,
38,106,Ribbons Set,2024-07-23,NA,117,20 Pairs,400.00,104.00,NA,117,117,119.2857143,2.214669706,
39,106,Ribbons Set,2024-07-23,NA,117,20 Pairs,400.00,104.00,NA,117,117,118.5714286,1.988059595,
40,106,Ribbons Set,2024-07-23,NA,117,20 Pairs,400.00,104.00,NA,117,117,118,1.732050808,
41,106,Ribbons Set,2024-07-23,NA,116,20 Pairs,400.00,104.00,NA,117,117,117.4285714,1.133893419,
42,106,Ribbons Set,2024-07-23,NA,116,20 Pairs,400.00,104.00,NA,116,117,116.8571429,0.377964473,
43,106,Ribbons Set,2024-07-23,NA,114,20 Pairs,400.00,104.00,NA,116,116,116.7142857,0.487950036,
44,106,Ribbons Set,2024-07-23,NA,114,20 Pairs,400.00,104.00,NA,114,116,116.2857143,1.112697281,
45,106,Ribbons Set,2024-07-23,NA,114,20 Pairs,400.00,104.00,NA,114,114,115.8571429,1.345185418,
46,106,Ribbons Set,2024-07-23,NA,114,20 Pairs,400.00,104.00,NA,114,114,115.4285714,1.397276262,
47,106,Ribbons Set,2024-07-23,NA,114,20 Pairs,400.00,104.00,NA,114,114,115,1.290994449,
48,106,Ribbons Set,2024-07-23,NA,113,20 Pairs,400.00,104.00,NA,114,114,114.5714286,0.975900073,
49,106,Ribbons Set,2024-07-23,NA,113,20 Pairs,400.00,104.00,NA,113,114,114.1428571,0.899735411,
50,106,Ribbons Set,2024-07-23,NA,112,20 Pairs,400.00,104.00,NA,113,113,113.7142857,0.487950036,
51,106,Ribbons Set,2024-07-23,NA,111,20 Pairs,400.00,104.00,NA,112,113,113.4285714,0.786795792,
52,106,Ribbons Set,2024-07-23,NA,111,20 Pairs,400.00,104.00,NA,111,112,113,1.154700538,
53,106,Ribbons Set,2024-07-23,NA,111,20 Pairs,400.00,104.00,NA,111,111,112.5714286,1.272418021,
54,106,Ribbons Set,2024-07-23,NA,110,20 Pairs,400.00,104.00,NA,111,111,112.1428571,1.214985793,
55,106,Ribbons Set,2024-07-23,NA,110,20 Pairs,400.00,104.00,NA,110,111,111.5714286,1.133893419,
56,106,Ribbons Set,2024-07-23,NA,109,20 Pairs,400.00,104.00,NA,110,110,111.1428571,1.069044968,
57,106,Ribbons Set,2024-07-23,NA,109,20 Pairs,400.00,104.00,NA,109,110,110.5714286,0.975900073,
58,106,Ribbons Set,2024-07-23,NA,109,20 Pairs,400.00,104.00,NA,109,109,110.1428571,0.899735411,
59,106,Ribbons Set,2024-07-23,NA,109,20 Pairs,400.00,104.00,NA,109,109,109.8571429,0.899735411,
60,106,Ribbons Set,2024-07-23,NA,108,20 Pairs,400.00,104.00,NA,109,109,NA,NA,
1,107,Peers Soap,2024-07-23,2026-09-25,600,125 gms,100.00,104.00,690,NA,NA,NA,NA,
2,107,Peers Soap,2024-07-23,2026-09-25,596,125 gms,100.00,104.00,690,600,NA,NA,NA,
3,107,Peers Soap,2024-07-23,2026-09-25,594,125 gms,100.00,104.00,690,596,600,NA,NA,
4,107,Peers Soap,2024-07-23,2026-09-25,591,125 gms,100.00,104.00,690,594,596,NA,NA,
5,107,Peers Soap,2024-07-23,2026-09-25,583,125 gms,100.00,104.00,690,591,594,NA,NA,
6,107,Peers Soap,2024-07-23,2026-09-25,574,125 gms,100.00,104.00,690,583,591,NA,NA,
7,107,Peers Soap,2024-07-23,2026-09-25,566,125 gms,100.00,104.00,690,574,583,520.8571429,182.2621085,
8,107,Peers Soap,2024-07-23,2026-09-25,558,125 gms,100.00,104.00,690,566,574,586.2857143,12.4995238,
9,107,Peers Soap,2024-07-23,2026-09-25,551,125 gms,100.00,104.00,690,558,566,580.2857143,14.70503639,
10,107,Peers Soap,2024-07-23,2026-09-25,545,125 gms,100.00,104.00,690,551,558,573.8571429,16.4258797,
11,107,Peers Soap,2024-07-23,2026-09-25,541,125 gms,100.00,104.00,690,545,551,566.8571429,16.84664726,
12,107,Peers Soap,2024-07-23,2026-09-25,534,125 gms,100.00,104.00,690,541,545,559.7142857,15.44575762,
13,107,Peers Soap,2024-07-23,2026-09-25,530,125 gms,100.00,104.00,690,534,541,552.7142857,14.18584137,
14,107,Peers Soap,2024-07-23,2026-09-25,522,125 gms,100.00,104.00,690,530,534,546.4285714,12.86930642,
15,107,Peers Soap,2024-07-23,2026-09-25,514,125 gms,100.00,104.00,690,522,530,540.1428571,12.45563556,
16,107,Peers Soap,2024-07-23,2026-09-25,508,125 gms,100.00,104.00,690,514,522,533.8571429,13.03109833,
17,107,Peers Soap,2024-07-23,2026-09-25,503,125 gms,100.00,104.00,690,508,514,527.7142857,13.71998889,
18,107,Peers Soap,2024-07-23,2026-09-25,495,125 gms,100.00,104.00,690,503,508,521.7142857,14.07970508,
19,107,Peers Soap,2024-07-23,2026-09-25,488,125 gms,100.00,104.00,690,495,503,515.1428571,14.3111678,
20,107,Peers Soap,2024-07-23,2026-09-25,479,125 gms,100.00,104.00,690,488,495,508.5714286,14.76321039,
21,107,Peers Soap,2024-07-23,2026-09-25,472,125 gms,100.00,104.00,690,479,488,501.2857143,15.00793441,
22,107,Peers Soap,2024-07-23,2026-09-25,470,125 gms,100.00,104.00,690,472,479,494.1428571,15.3994434,
23,107,Peers Soap,2024-07-23,2026-09-25,467,125 gms,100.00,104.00,690,470,472,487.8571429,14.91563577,
24,107,Peers Soap,2024-07-23,2026-09-25,461,125 gms,100.00,104.00,690,467,470,482,13.68697678,
25,107,Peers Soap,2024-07-23,2026-09-25,460,125 gms,100.00,104.00,690,461,467,476,12.05542755,
26,107,Peers Soap,2024-07-23,2026-09-25,455,125 gms,100.00,104.00,690,460,461,471,9.933109617,
27,107,Peers Soap,2024-07-23,2026-09-25,454,125 gms,100.00,104.00,690,455,460,466.2857143,8.199883855,
28,107,Peers Soap,2024-07-23,2026-09-25,449,125 gms,100.00,104.00,690,454,455,462.7142857,7.111359123,
29,107,Peers Soap,2024-07-23,2026-09-25,442,125 gms,100.00,104.00,690,449,454,459.4285714,7.412987316,
30,107,Peers Soap,2024-07-23,2026-09-25,435,125 gms,100.00,104.00,690,442,449,455.4285714,8.263517065,
31,107,Peers Soap,2024-07-23,2026-09-25,431,125 gms,100.00,104.00,690,435,442,450.8571429,9.546876827,
32,107,Peers Soap,2024-07-23,2026-09-25,424,125 gms,100.00,104.00,690,431,435,446.5714286,10.87592361,
33,107,Peers Soap,2024-07-23,2026-09-25,421,125 gms,100.00,104.00,690,424,431,441.4285714,11.92835757,
34,107,Peers Soap,2024-07-23,2026-09-25,415,125 gms,100.00,104.00,690,421,424,436.5714286,12.39431513,
35,107,Peers Soap,2024-07-23,2026-09-25,411,125 gms,100.00,104.00,690,415,421,431,12.01388086,
36,107,Peers Soap,2024-07-23,2026-09-25,410,125 gms,100.00,104.00,690,411,415,425.5714286,11.07334853,
37,107,Peers Soap,2024-07-23,2026-09-25,404,125 gms,100.00,104.00,690,410,411,421,9.678154094,
38,107,Peers Soap,2024-07-23,2026-09-25,401,125 gms,100.00,104.00,690,404,410,416.5714286,9.289010404,
39,107,Peers Soap,2024-07-23,2026-09-25,394,125 gms,100.00,104.00,690,401,404,412.2857143,8.400680245,
40,107,Peers Soap,2024-07-23,2026-09-25,387,125 gms,100.00,104.00,690,394,401,408,9.055385138,
41,107,Peers Soap,2024-07-23,2026-09-25,382,125 gms,100.00,104.00,690,387,394,403.1428571,9.990471651,
42,107,Peers Soap,2024-07-23,2026-09-25,376,125 gms,100.00,104.00,690,382,387,398.4285714,11.1782101,
43,107,Peers Soap,2024-07-23,2026-09-25,371,125 gms,100.00,104.00,690,376,382,393.4285714,12.38086081,
44,107,Peers Soap,2024-07-23,2026-09-25,364,125 gms,100.00,104.00,690,371,376,387.8571429,12.45563556,
45,107,Peers Soap,2024-07-23,2026-09-25,360,125 gms,100.00,104.00,690,364,371,382.1428571,12.97983784,
46,107,Peers Soap,2024-07-23,2026-09-25,352,125 gms,100.00,104.00,690,360,364,376.2857143,12.28432993,
47,107,Peers Soap,2024-07-23,2026-09-25,346,125 gms,100.00,104.00,690,352,360,370.2857143,12.44607416,
48,107,Peers Soap,2024-07-23,2026-09-25,341,125 gms,100.00,104.00,690,346,352,364.4285714,12.90810008,
49,107,Peers Soap,2024-07-23,2026-09-25,334,125 gms,100.00,104.00,690,341,346,358.5714286,12.90810008,
50,107,Peers Soap,2024-07-23,2026-09-25,326,125 gms,100.00,104.00,690,334,341,352.5714286,13.21435006,
51,107,Peers Soap,2024-07-23,2026-09-25,319,125 gms,100.00,104.00,690,326,334,346.1428571,13.69219451,
52,107,Peers Soap,2024-07-23,2026-09-25,317,125 gms,100.00,104.00,690,319,326,339.7142857,14.45353804,
53,107,Peers Soap,2024-07-23,2026-09-25,314,125 gms,100.00,104.00,690,317,319,333.5714286,13.50132269,
54,107,Peers Soap,2024-07-23,2026-09-25,312,125 gms,100.00,104.00,690,314,317,328.1428571,12.45563556,
55,107,Peers Soap,2024-07-23,2026-09-25,308,125 gms,100.00,104.00,690,312,314,323.2857143,10.85839592,
56,107,Peers Soap,2024-07-23,2026-09-25,304,125 gms,100.00,104.00,690,308,312,318.5714286,8.866738274,
57,107,Peers Soap,2024-07-23,2026-09-25,303,125 gms,100.00,104.00,690,304,308,314.2857143,7.273565969,
58,107,Peers Soap,2024-07-23,2026-09-25,297,125 gms,100.00,104.00,690,303,304,311,6.218252702,
59,107,Peers Soap,2024-07-23,2026-09-25,291,125 gms,100.00,104.00,690,297,303,307.8571429,7.010196655,
60,107,Peers Soap,2024-07-23,2026-09-25,284,125 gms,100.00,104.00,690,291,297,NA,NA,
1,108,Dove Shampoo,2024-07-23,2026-09-01,320,650 ml,450.00,104.00,666,NA,NA,NA,NA,
2,108,Dove Shampoo,2024-07-23,2026-09-01,319,650 ml,450.00,104.00,666,320,NA,NA,NA,
3,108,Dove Shampoo,2024-07-23,2026-09-01,319,650 ml,450.00,104.00,666,319,320,NA,NA,
4,108,Dove Shampoo,2024-07-23,2026-09-01,318,650 ml,450.00,104.00,666,319,319,NA,NA,
5,108,Dove Shampoo,2024-07-23,2026-09-01,315,650 ml,450.00,104.00,666,318,319,NA,NA,
6,108,Dove Shampoo,2024-07-23,2026-09-01,313,650 ml,450.00,104.00,666,315,318,NA,NA,
7,108,Dove Shampoo,2024-07-23,2026-09-01,310,650 ml,450.00,104.00,666,313,315,312.5714286,12.84337888,
8,108,Dove Shampoo,2024-07-23,2026-09-01,307,650 ml,450.00,104.00,666,310,313,316.2857143,3.728908943,
9,108,Dove Shampoo,2024-07-23,2026-09-01,302,650 ml,450.00,104.00,666,307,310,314.4285714,4.685336802,
10,108,Dove Shampoo,2024-07-23,2026-09-01,298,650 ml,450.00,104.00,666,302,307,312,6.110100927,
11,108,Dove Shampoo,2024-07-23,2026-09-01,295,650 ml,450.00,104.00,666,298,302,309,7.16472842,
12,108,Dove Shampoo,2024-07-23,2026-09-01,290,650 ml,450.00,104.00,666,295,298,305.7142857,7.60951785,
13,108,Dove Shampoo,2024-07-23,2026-09-01,286,650 ml,450.00,104.00,666,290,295,302.1428571,8.355209382,
14,108,Dove Shampoo,2024-07-23,2026-09-01,284,650 ml,450.00,104.00,666,286,290,298.2857143,8.731442907,
15,108,Dove Shampoo,2024-07-23,2026-09-01,281,650 ml,450.00,104.00,666,284,286,294.5714286,8.443086775,
16,108,Dove Shampoo,2024-07-23,2026-09-01,277,650 ml,450.00,104.00,666,281,284,290.8571429,7.755182599,
17,108,Dove Shampoo,2024-07-23,2026-09-01,273,650 ml,450.00,104.00,666,277,281,287.2857143,7.521398046,
