DAY,ITEM_ID,ITEM_NAME,SHIP_DATE,EXPIRY_DATE,QUANTITY,WEIGHT,PRICE,SHELL_LIFE,DAYS_TO_EXPIRY,LAG_1,LAG_2,ROLLING_MEAN,ROLLING_SD
37,104,Saffola Mayonnaise,2024/07/23,2025/01/10,311,500 gms,180.00,62.00,109,312,314,315.428571428571,2.14919697074224
38,104,Saffola Mayonnaise,2024/07/23,2025/01/10,310,500 gms,180.00,62.00,109,311,312,314.428571428571,2.37045304088641
39,104,Saffola Mayonnaise,2024/07/23,2025/01/10,304,500 gms,180.00,62.00,109,310,311,313.428571428571,2.5727509827124
40,104,Saffola Mayonnaise,2024/07/23,2025/01/10,301,500 gms,180.00,62.00,109,304,310,311.571428571429,3.909694909544
41,104,Saffola Mayonnaise,2024/07/23,2025/01/10,300,500 gms,180.00,62.00,109,301,304,309.428571428571,5.02849025908516
42,104,Saffola Mayonnaise,2024/07/23,2025/01/10,300,500 gms,180.00,62.00,109,300,301,307.428571428571,5.65264371355395
43,104,Saffola Mayonnaise,2024/07/23,2025/01/10,298,500 gms,180.00,62.00,109,300,300,305.428571428571,5.41162769282166
44,104,Saffola Mayonnaise,2024/07/23,2025/01/10,298,500 gms,180.00,62.00,109,298,300,303.428571428571,5.15936504029785
45,104,Saffola Mayonnaise,2024/07/23,2025/01/10,297,500 gms,180.00,62.00,109,298,298,301.571428571429,4.23702501200795
46,104,Saffola Mayonnaise,2024/07/23,2025/01/10,294,500 gms,180.00,62.00,109,297,298,299.714285714286,2.36038737740833
47,104,Saffola Mayonnaise,2024/07/23,2025/01/10,294,500 gms,180.00,62.00,109,294,297,298.285714285714,2.36038737740833
48,104,Saffola Mayonnaise,2024/07/23,2025/01/10,293,500 gms,180.00,62.00,109,294,294,297.285714285714,2.49761791275112
49,104,Saffola Mayonnaise,2024/07/23,2025/01/10,292,500 gms,180.00,62.00,109,293,294,296.285714285714,2.62769136406122
50,104,Saffola Mayonnaise,2024/07/23,2025/01/10,288,500 gms,180.00,62.00,109,292,293,295.142857142857,2.47847879612821
51,104,Saffola Mayonnaise,2024/07/23,2025/01/10,286,500 gms,180.00,62.00,109,288,292,293.714285714286,3.30223589477825
52,104,Saffola Mayonnaise,2024/07/23,2025/01/10,285,500 gms,180.00,62.00,109,286,288,292,3.78593889720018
53,104,Saffola Mayonnaise,2024/07/23,2025/01/10,284,500 gms,180.00,62.00,109,285,286,290.285714285714,3.86066858261129
54,104,Saffola Mayonnaise,2024/07/23,2025/01/10,284,500 gms,180.00,62.00,109,284,285,288.857142857143,4.09994192757944
55,104,Saffola Mayonnaise,2024/07/23,2025/01/10,283,500 gms,180.00,62.00,109,284,284,287.428571428571,3.73528860362636
56,104,Saffola Mayonnaise,2024/07/23,2025/01/10,281,500 gms,180.00,62.00,109,283,284,286,3.1091263510296
57,104,Saffola Mayonnaise,2024/07/23,2025/01/10,277,500 gms,180.00,62.00,109,281,283,284.428571428571,2.22539456105675
58,104,Saffola Mayonnaise,2024/07/23,2025/01/10,275,500 gms,180.00,62.00,109,277,281,282.857142857143,3.02371578407382
59,104,Saffola Mayonnaise,2024/07/23,2025/01/10,274,500 gms,180.00,62.00,109,275,277,281.285714285714,3.86066858261129
60,104,Saffola Mayonnaise,2024/07/23,2025/01/10,270,500 gms,180.00,62.00,109,274,275,NA,NA
1,105,Fogg Master Black,2024/07/23,2027/09/01,700,150 ml,233.75,62.00,1073,NA,NA,NA,NA
2,105,Fogg Master Black,2024/07/23,2027/09/01,696,150 ml,233.75,62.00,1073,700,NA,NA,NA
3,105,Fogg Master Black,2024/07/23,2027/09/01,695,150 ml,233.75,62.00,1073,696,700,NA,NA
4,105,Fogg Master Black,2024/07/23,2027/09/01,695,150 ml,233.75,62.00,1073,695,696,NA,NA
5,105,Fogg Master Black,2024/07/23,2027/09/01,691,150 ml,233.75,62.00,1073,695,695,NA,NA
6,105,Fogg Master Black,2024/07/23,2027/09/01,681,150 ml,233.75,62.00,1073,691,695,NA,NA
7,105,Fogg Master Black,2024/07/23,2027/09/01,673,150 ml,233.75,62.00,1073,681,691,632.571428571429,159.990475907013
8,105,Fogg Master Black,2024/07/23,2027/09/01,666,150 ml,233.75,62.00,1073,673,681,690.142857142857,9.63376996868432
9,105,Fogg Master Black,2024/07/23,2027/09/01,662,150 ml,233.75,62.00,1073,666,673,685.285714285714,12.0928944111034
10,105,Fogg Master Black,2024/07/23,2027/09/01,660,150 ml,233.75,62.00,1073,662,666,680.428571428571,13.7823213194433
11,105,Fogg Master Black,2024/07/23,2027/09/01,657,150 ml,233.75,62.00,1073,660,662,675.428571428571,13.9625349042493
12,105,Fogg Master Black,2024/07/23,2027/09/01,654,150 ml,233.75,62.00,1073,657,660,670,12.3827837473378
13,105,Fogg Master Black,2024/07/23,2027/09/01,651,150 ml,233.75,62.00,1073,654,657,664.714285714286,9.48181216354563
14,105,Fogg Master Black,2024/07/23,2027/09/01,644,150 ml,233.75,62.00,1073,651,654,660.428571428571,7.45781788588644
15,105,Fogg Master Black,2024/07/23,2027/09/01,640,150 ml,233.75,62.00,1073,644,651,656.285714285714,7.36465173909094
16,105,Fogg Master Black,2024/07/23,2027/09/01,632,150 ml,233.75,62.00,1073,640,644,652.571428571429,8.16204922914874
17,105,Fogg Master Black,2024/07/23,2027/09/01,630,150 ml,233.75,62.00,1073,632,640,648.285714285714,10.0451362312694
18,105,Fogg Master Black,2024/07/23,2027/09/01,624,150 ml,233.75,62.00,1073,630,632,644,10.5987420637231
19,105,Fogg Master Black,2024/07/23,2027/09/01,622,150 ml,233.75,62.00,1073,624,630,639.285714285714,11.1760798988179
20,105,Fogg Master Black,2024/07/23,2027/09/01,614,150 ml,233.75,62.00,1073,622,624,634.714285714286,10.6882222674351
21,105,Fogg Master Black,2024/07/23,2027/09/01,607,150 ml,233.75,62.00,1073,614,622,629.428571428571,10.4380257210059
22,105,Fogg Master Black,2024/07/23,2027/09/01,603,150 ml,233.75,62.00,1073,607,614,624.142857142857,11.1718182857368
23,105,Fogg Master Black,2024/07/23,2027/09/01,588,150 ml,233.75,62.00,1073,603,607,618.857142857143,11.1718182857368
24,105,Fogg Master Black,2024/07/23,2027/09/01,572,150 ml,233.75,62.00,1073,588,603,612.571428571429,14.443650771846
25,105,Fogg Master Black,2024/07/23,2027/09/01,568,150 ml,233.75,62.00,1073,572,588,604.285714285714,18.7680072260774
26,105,Fogg Master Black,2024/07/23,2027/09/01,557,150 ml,233.75,62.00,1073,568,572,596.285714285714,20.7903365830882
27,105,Fogg Master Black,2024/07/23,2027/09/01,542,150 ml,233.75,62.00,1073,557,568,587,21.8784521085626
28,105,Fogg Master Black,2024/07/23,2027/09/01,531,150 ml,233.75,62.00,1073,542,557,576.714285714286,23.9005877592601
29,105,Fogg Master Black,2024/07/23,2027/09/01,526,150 ml,233.75,62.00,1073,531,542,565.857142857143,25.0827202899298
30,105,Fogg Master Black,2024/07/23,2027/09/01,520,150 ml,233.75,62.00,1073,526,531,554.857142857143,22.8650284016776
31,105,Fogg Master Black,2024/07/23,2027/09/01,512,150 ml,233.75,62.00,1073,520,526,545.142857142857,20.7880460155075
32,105,Fogg Master Black,2024/07/23,2027/09/01,501,150 ml,233.75,62.00,1073,512,520,536.571428571429,20.2308110140378
33,105,Fogg Master Black,2024/07/23,2027/09/01,489,150 ml,233.75,62.00,1073,501,512,527,18.6726180988812
34,105,Fogg Master Black,2024/07/23,2027/09/01,471,150 ml,233.75,62.00,1073,489,501,517.285714285714,18.1449192678859
35,105,Fogg Master Black,2024/07/23,2027/09/01,462,150 ml,233.75,62.00,1073,471,489,507.142857142857,21.5517096880083
36,105,Fogg Master Black,2024/07/23,2027/09/01,451,150 ml,233.75,62.00,1073,462,471,497.285714285714,24.4111606013471
37,105,Fogg Master Black,2024/07/23,2027/09/01,432,150 ml,233.75,62.00,1073,451,462,486.571428571429,26.1078349852884
38,105,Fogg Master Black,2024/07/23,2027/09/01,421,150 ml,233.75,62.00,1073,432,451,474,28.4136117615014
39,105,Fogg Master Black,2024/07/23,2027/09/01,413,150 ml,233.75,62.00,1073,421,432,461,28.9424716751467
40,105,Fogg Master Black,2024/07/23,2027/09/01,402,150 ml,233.75,62.00,1073,413,421,448.428571428571,27.7600260738179
41,105,Fogg Master Black,2024/07/23,2027/09/01,400,150 ml,233.75,62.00,1073,402,413,436,25.987176324744
42,105,Fogg Master Black,2024/07/23,2027/09/01,392,150 ml,233.75,62.00,1073,400,402,425.857142857143,23.8147613286982
43,105,Fogg Master Black,2024/07/23,2027/09/01,384,150 ml,233.75,62.00,1073,392,400,415.857142857143,20.5866345916355
44,105,Fogg Master Black,2024/07/23,2027/09/01,375,150 ml,233.75,62.00,1073,384,392,406.285714285714,16.7403134749053
45,105,Fogg Master Black,2024/07/23,2027/09/01,369,150 ml,233.75,62.00,1073,375,384,398.142857142857,15.9940465114218
46,105,Fogg Master Black,2024/07/23,2027/09/01,362,150 ml,233.75,62.00,1073,369,375,390.714285714286,15.6813507678631
47,105,Fogg Master Black,2024/07/23,2027/09/01,354,150 ml,233.75,62.00,1073,362,369,383.428571428571,15.4472990396071
48,105,Fogg Master Black,2024/07/23,2027/09/01,342,150 ml,233.75,62.00,1073,354,362,376.571428571429,16.4505029594553
49,105,Fogg Master Black,2024/07/23,2027/09/01,333,150 ml,233.75,62.00,1073,342,354,368.285714285714,17.2695713681057
50,105,Fogg Master Black,2024/07/23,2027/09/01,328,150 ml,233.75,62.00,1073,333,342,359.857142857143,18.1422947044429
51,105,Fogg Master Black,2024/07/23,2027/09/01,321,150 ml,233.75,62.00,1073,328,333,351.857142857143,18.0686521488514
52,105,Fogg Master Black,2024/07/23,2027/09/01,315,150 ml,233.75,62.00,1073,321,328,344.142857142857,18.0686521488514
53,105,Fogg Master Black,2024/07/23,2027/09/01,311,150 ml,233.75,62.00,1073,315,321,336.428571428571,17.1935757659379
54,105,Fogg Master Black,2024/07/23,2027/09/01,306,150 ml,233.75,62.00,1073,311,315,329.142857142857,15.2471699169449
55,105,Fogg Master Black,2024/07/23,2027/09/01,302,150 ml,233.75,62.00,1073,306,311,322.285714285714,12.8025295119661
56,105,Fogg Master Black,2024/07/23,2027/09/01,295,150 ml,233.75,62.00,1073,302,306,316.571428571429,11.3850361272614
57,105,Fogg Master Black,2024/07/23,2027/09/01,284,150 ml,233.75,62.00,1073,295,302,311.142857142857,11.3052874271079
58,105,Fogg Master Black,2024/07/23,2027/09/01,280,150 ml,233.75,62.00,1073,284,295,304.857142857143,12.5356634105602
59,105,Fogg Master Black,2024/07/23,2027/09/01,274,150 ml,233.75,62.00,1073,280,284,299,13.2916013582513
60,105,Fogg Master Black,2024/07/23,2027/09/01,268,150 ml,233.75,62.00,1073,274,280,NA,NA
1,106,Ribbons Set,2024/07/23,NA,140,20 Pairs,400.00,62.00,NA,NA,NA,NA,NA
2,106,Ribbons Set,2024/07/23,NA,140,20 Pairs,400.00,62.00,NA,140,NA,NA,NA
3,106,Ribbons Set,2024/07/23,NA,140,20 Pairs,400.00,62.00,NA,140,140,NA,NA
4,106,Ribbons Set,2024/07/23,NA,140,20 Pairs,400.00,62.00,NA,140,140,NA,NA
5,106,Ribbons Set,2024/07/23,NA,140,20 Pairs,400.00,62.00,NA,140,140,NA,NA
6,106,Ribbons Set,2024/07/23,NA,140,20 Pairs,400.00,62.00,NA,140,140,NA,NA
7,106,Ribbons Set,2024/07/23,NA,138,20 Pairs,400.00,62.00,NA,140,140,158.285714285714,48.3794525451811
8,106,Ribbons Set,2024/07/23,NA,137,20 Pairs,400.00,62.00,NA,138,140,139.714285714286,0.755928946018454
9,106,Ribbons Set,2024/07/23,NA,137,20 Pairs,400.00,62.00,NA,137,138,139.285714285714,1.25356634105602
10,106,Ribbons Set,2024/07/23,NA,137,20 Pairs,400.00,62.00,NA,137,137,138.857142857143,1.4638501094228
11,106,Ribbons Set,2024/07/23,NA,133,20 Pairs,400.00,62.00,NA,137,137,138.428571428571,1.51185789203691
12,106,Ribbons Set,2024/07/23,NA,133,20 Pairs,400.00,62.00,NA,133,137,137.428571428571,2.37045304088641
13,106,Ribbons Set,2024/07/23,NA,133,20 Pairs,400.00,62.00,NA,133,133,136.428571428571,2.5727509827124
14,106,Ribbons Set,2024/07/23,NA,133,20 Pairs,400.00,62.00,NA,133,133,135.428571428571,2.29906813420444
15,106,Ribbons Set,2024/07/23,NA,133,20 Pairs,400.00,62.00,NA,133,133,134.714285714286,2.1380899352994
16,106,Ribbons Set,2024/07/23,NA,133,20 Pairs,400.00,62.00,NA,133,133,134.142857142857,1.95180014589707
17,106,Ribbons Set,2024/07/23,NA,131,20 Pairs,400.00,62.00,NA,133,133,133.571428571429,1.51185789203691
18,106,Ribbons Set,2024/07/23,NA,131,20 Pairs,400.00,62.00,NA,131,133,132.714285714286,0.755928946018454
19,106,Ribbons Set,2024/07/23,NA,131,20 Pairs,400.00,62.00,NA,131,131,132.428571428571,0.975900072948533
20,106,Ribbons Set,2024/07/23,NA,128,20 Pairs,400.00,62.00,NA,131,131,132.142857142857,1.0690449676497
21,106,Ribbons Set,2024/07/23,NA,128,20 Pairs,400.00,62.00,NA,128,131,131.428571428571,1.81265393434993
22,106,Ribbons Set,2024/07/23,NA,128,20 Pairs,400.00,62.00,NA,128,128,130.714285714286,2.05866345916355
23,106,Ribbons Set,2024/07/23,NA,127,20 Pairs,400.00,62.00,NA,128,128,130,2
24,106,Ribbons Set,2024/07/23,NA,127,20 Pairs,400.00,62.00,NA,127,128,129.142857142857,1.77281052085584
25,106,Ribbons Set,2024/07/23,NA,127,20 Pairs,400.00,62.00,NA,127,127,128.571428571429,1.71824938596845
26,106,Ribbons Set,2024/07/23,NA,127,20 Pairs,400.00,62.00,NA,127,127,128,1.4142135623731
27,106,Ribbons Set,2024/07/23,NA,126,20 Pairs,400.00,62.00,NA,127,127,127.428571428571,0.534522483824849
28,106,Ribbons Set,2024/07/23,NA,124,20 Pairs,400.00,62.00,NA,126,127,127.142857142857,0.690065559342354
29,106,Ribbons Set,2024/07/23,NA,122,20 Pairs,400.00,62.00,NA,124,126,126.571428571429,1.2724180205607
30,106,Ribbons Set,2024/07/23,NA,122,20 Pairs,400.00,62.00,NA,122,124,125.714285714286,1.97604704011871
31,106,Ribbons Set,2024/07/23,NA,122,20 Pairs,400.00,62.00,NA,122,122,125,2.3094010767585
32,106,Ribbons Set,2024/07/23,NA,121,20 Pairs,400.00,62.00,NA,122,122,124.285714285714,2.36038737740833
33,106,Ribbons Set,2024/07/23,NA,121,20 Pairs,400.00,62.00,NA,121,122,123.428571428571,2.29906813420444
34,106,Ribbons Set,2024/07/23,NA,120,20 Pairs,400.00,62.00,NA,121,121,122.571428571429,1.81265393434993
35,106,Ribbons Set,2024/07/23,NA,117,20 Pairs,400.00,62.00,NA,120,121,121.714285714286,1.25356634105602
36,106,Ribbons Set,2024/07/23,NA,117,20 Pairs,400.00,62.00,NA,117,120,120.714285714286,1.79947082168487
37,106,Ribbons Set,2024/07/23,NA,117,20 Pairs,400.00,62.00,NA,117,117,120,2.16024689946929
38,106,Ribbons Set,2024/07/23,NA,117,20 Pairs,400.00,62.00,NA,117,117,119.285714285714,2.21466970556828
39,106,Ribbons Set,2024/07/23,NA,117,20 Pairs,400.00,62.00,NA,117,117,118.571428571429,1.98805959477601
40,106,Ribbons Set,2024/07/23,NA,117,20 Pairs,400.00,62.00,NA,117,117,118,1.73205080756888
41,106,Ribbons Set,2024/07/23,NA,116,20 Pairs,400.00,62.00,NA,117,117,117.428571428571,1.13389341902768
42,106,Ribbons Set,2024/07/23,NA,116,20 Pairs,400.00,62.00,NA,116,117,116.857142857143,0.377964473009227
43,106,Ribbons Set,2024/07/23,NA,114,20 Pairs,400.00,62.00,NA,116,116,116.714285714286,0.487950036474267
44,106,Ribbons Set,2024/07/23,NA,114,20 Pairs,400.00,62.00,NA,114,116,116.285714285714,1.11269728052837
45,106,Ribbons Set,2024/07/23,NA,114,20 Pairs,400.00,62.00,NA,114,114,115.857142857143,1.3451854182691
46,106,Ribbons Set,2024/07/23,NA,114,20 Pairs,400.00,62.00,NA,114,114,115.428571428571,1.39727626201154
47,106,Ribbons Set,2024/07/23,NA,114,20 Pairs,400.00,62.00,NA,114,114,115,1.29099444873581
48,106,Ribbons Set,2024/07/23,NA,113,20 Pairs,400.00,62.00,NA,114,114,114.571428571429,0.975900072948533
49,106,Ribbons Set,2024/07/23,NA,113,20 Pairs,400.00,62.00,NA,113,114,114.142857142857,0.899735410842438
50,106,Ribbons Set,2024/07/23,NA,112,20 Pairs,400.00,62.00,NA,113,113,113.714285714286,0.487950036474267
51,106,Ribbons Set,2024/07/23,NA,111,20 Pairs,400.00,62.00,NA,112,113,113.428571428571,0.786795792469443
52,106,Ribbons Set,2024/07/23,NA,111,20 Pairs,400.00,62.00,NA,111,112,113,1.15470053837925
53,106,Ribbons Set,2024/07/23,NA,111,20 Pairs,400.00,62.00,NA,111,111,112.571428571429,1.2724180205607
54,106,Ribbons Set,2024/07/23,NA,110,20 Pairs,400.00,62.00,NA,111,111,112.142857142857,1.21498579258791
55,106,Ribbons Set,2024/07/23,NA,110,20 Pairs,400.00,62.00,NA,110,111,111.571428571429,1.13389341902768
56,106,Ribbons Set,2024/07/23,NA,109,20 Pairs,400.00,62.00,NA,110,110,111.142857142857,1.0690449676497
57,106,Ribbons Set,2024/07/23,NA,109,20 Pairs,400.00,62.00,NA,109,110,110.571428571429,0.975900072948533
58,106,Ribbons Set,2024/07/23,NA,109,20 Pairs,400.00,62.00,NA,109,109,110.142857142857,0.899735410842438
59,106,Ribbons Set,2024/07/23,NA,109,20 Pairs,400.00,62.00,NA,109,109,109.857142857143,0.899735410842438
60,106,Ribbons Set,2024/07/23,NA,108,20 Pairs,400.00,62.00,NA,109,109,NA,NA
1,107,Peers Soap,2024/07/23,2026/09/25,600,125 gms,100.00,62.00,732,NA,NA,NA,NA
2,107,Peers Soap,2024/07/23,2026/09/25,596,125 gms,100.00,62.00,732,600,NA,NA,NA
3,107,Peers Soap,2024/07/23,2026/09/25,594,125 gms,100.00,62.00,732,596,600,NA,NA
4,107,Peers Soap,2024/07/23,2026/09/25,591,125 gms,100.00,62.00,732,594,596,NA,NA
5,107,Peers Soap,2024/07/23,2026/09/25,583,125 gms,100.00,62.00,732,591,594,NA,NA
6,107,Peers Soap,2024/07/23,2026/09/25,574,125 gms,100.00,62.00,732,583,591,NA,NA
7,107,Peers Soap,2024/07/23,2026/09/25,566,125 gms,100.00,62.00,732,574,583,520.857142857143,182.262108487958
8,107,Peers Soap,2024/07/23,2026/09/25,558,125 gms,100.00,62.00,732,566,574,586.285714285714,12.4995238004532
9,107,Peers Soap,2024/07/23,2026/09/25,551,125 gms,100.00,62.00,732,558,566,580.285714285714,14.7050363902336
10,107,Peers Soap,2024/07/23,2026/09/25,545,125 gms,100.00,62.00,732,551,558,573.857142857143,16.4258796966715
11,107,Peers Soap,2024/07/23,2026/09/25,541,125 gms,100.00,62.00,732,545,551,566.857142857143,16.8466472572297
12,107,Peers Soap,2024/07/23,2026/09/25,534,125 gms,100.00,62.00,732,541,545,559.714285714286,15.4457576237434
13,107,Peers Soap,2024/07/23,2026/09/25,530,125 gms,100.00,62.00,732,534,541,552.714285714286,14.1858413651815
14,107,Peers Soap,2024/07/23,2026/09/25,522,125 gms,100.00,62.00,732,530,534,546.428571428571,12.8693064156173
15,107,Peers Soap,2024/07/23,2026/09/25,514,125 gms,100.00,62.00,732,522,530,540.142857142857,12.4556355575642
16,107,Peers Soap,2024/07/23,2026/09/25,508,125 gms,100.00,62.00,732,514,522,533.857142857143,13.0310983347346
17,107,Peers Soap,2024/07/23,2026/09/25,503,125 gms,100.00,62.00,732,508,514,527.714285714286,13.7199888935121
18,107,Peers Soap,2024/07/23,2026/09/25,495,125 gms,100.00,62.00,732,503,508,521.714285714286,14.0797050834915
19,107,Peers Soap,2024/07/23,2026/09/25,488,125 gms,100.00,62.00,732,495,503,515.142857142857,14.3111678003412
20,107,Peers Soap,2024/07/23,2026/09/25,479,125 gms,100.00,62.00,732,488,495,508.571428571429,14.7632103877301
21,107,Peers Soap,2024/07/23,2026/09/25,472,125 gms,100.00,62.00,732,479,488,501.285714285714,15.0079344094414
22,107,Peers Soap,2024/07/23,2026/09/25,470,125 gms,100.00,62.00,732,472,479,494.142857142857,15.3994434036707
23,107,Peers Soap,2024/07/23,2026/09/25,467,125 gms,100.00,62.00,732,470,472,487.857142857143,14.9156357717729
24,107,Peers Soap,2024/07/23,2026/09/25,461,125 gms,100.00,62.00,732,467,470,482,13.6869767784319
25,107,Peers Soap,2024/07/23,2026/09/25,460,125 gms,100.00,62.00,732,461,467,476,12.0554275466834
26,107,Peers Soap,2024/07/23,2026/09/25,455,125 gms,100.00,62.00,732,460,461,471,9.93310961716756
27,107,Peers Soap,2024/07/23,2026/09/25,454,125 gms,100.00,62.00,732,455,460,466.285714285714,8.19988385515888
28,107,Peers Soap,2024/07/23,2026/09/25,449,125 gms,100.00,62.00,732,454,455,462.714285714286,7.11135912265922
29,107,Peers Soap,2024/07/23,2026/09/25,442,125 gms,100.00,62.00,732,449,454,459.428571428571,7.41298731635101
30,107,Peers Soap,2024/07/23,2026/09/25,435,125 gms,100.00,62.00,732,442,449,455.428571428571,8.26351706513118
31,107,Peers Soap,2024/07/23,2026/09/25,431,125 gms,100.00,62.00,732,435,442,450.857142857143,9.54687682663064
32,107,Peers Soap,2024/07/23,2026/09/25,424,125 gms,100.00,62.00,732,431,435,446.571428571429,10.8759236060996
33,107,Peers Soap,2024/07/23,2026/09/25,421,125 gms,100.00,62.00,732,424,431,441.428571428571,11.9283575686561
34,107,Peers Soap,2024/07/23,2026/09/25,415,125 gms,100.00,62.00,732,421,424,436.571428571429,12.3943151331184
35,107,Peers Soap,2024/07/23,2026/09/25,411,125 gms,100.00,62.00,732,415,421,431,12.0138808606267
36,107,Peers Soap,2024/07/23,2026/09/25,410,125 gms,100.00,62.00,732,411,415,425.571428571429,11.0733485278414
37,107,Peers Soap,2024/07/23,2026/09/25,404,125 gms,100.00,62.00,732,410,411,421,9.67815409397198
38,107,Peers Soap,2024/07/23,2026/09/25,401,125 gms,100.00,62.00,732,404,410,416.571428571429,9.28901040400506
39,107,Peers Soap,2024/07/23,2026/09/25,394,125 gms,100.00,62.00,732,401,404,412.285714285714,8.40068024456523
40,107,Peers Soap,2024/07/23,2026/09/25,387,125 gms,100.00,62.00,732,394,401,408,9.05538513813742
41,107,Peers Soap,2024/07/23,2026/09/25,382,125 gms,100.00,62.00,732,387,394,403.142857142857,9.99047165100446
42,107,Peers Soap,2024/07/23,2026/09/25,376,125 gms,100.00,62.00,732,382,387,398.428571428571,11.1782100960924
43,107,Peers Soap,2024/07/23,2026/09/25,371,125 gms,100.00,62.00,732,376,382,393.428571428571,12.3808608055221
44,107,Peers Soap,2024/07/23,2026/09/25,364,125 gms,100.00,62.00,732,371,376,387.857142857143,12.4556355575642
45,107,Peers Soap,2024/07/23,2026/09/25,360,125 gms,100.00,62.00,732,364,371,382.142857142857,12.9798378447572
46,107,Peers Soap,2024/07/23,2026/09/25,352,125 gms,100.00,62.00,732,360,364,376.285714285714,12.2843299330799
47,107,Peers Soap,2024/07/23,2026/09/25,346,125 gms,100.00,62.00,732,352,360,370.285714285714,12.4460741563258
48,107,Peers Soap,2024/07/23,2026/09/25,341,125 gms,100.00,62.00,732,346,352,364.428571428571,12.9081000778212
49,107,Peers Soap,2024/07/23,2026/09/25,334,125 gms,100.00,62.00,732,341,346,358.571428571429,12.9081000778212
50,107,Peers Soap,2024/07/23,2026/09/25,326,125 gms,100.00,62.00,732,334,341,352.571428571429,13.2143500641934
51,107,Peers Soap,2024/07/23,2026/09/25,319,125 gms,100.00,62.00,732,326,334,346.142857142857,13.6921945091424
52,107,Peers Soap,2024/07/23,2026/09/25,317,125 gms,100.00,62.00,732,319,326,339.714285714286,14.4535380410736
53,107,Peers Soap,2024/07/23,2026/09/25,314,125 gms,100.00,62.00,732,317,319,333.571428571429,13.5013226865265
54,107,Peers Soap,2024/07/23,2026/09/25,312,125 gms,100.00,62.00,732,314,317,328.142857142857,12.4556355575642
